0.06.260.211 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.06.260.443 I srv          init: The UI is disabled
0.06.260.444 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.06.269.783 I srv    load_model: loading model '<LOCAL_RUNTIME>\models\Qwen3.5-4B-Q4_K_M.gguf'
0.08.266.918 I cmn          init: llama threadpool init, n_threads = 6
0.08.362.689 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.08.362.845 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.08.369.504 I srv  llama_server: model loaded
0.08.369.519 I srv  llama_server: listening on http://127.0.0.1:18085
8.48.671.218 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
70.00.550.909 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4194276777
70.00.552.162 I slot launch_slot_: id  0 | task 187641 | processing task, is_child = 0
70.04.718.833 I slot print_timing: id  0 | task 187641 | prompt eval time =    1154.88 ms /  1887 tokens (    0.61 ms per token,  1633.94 tokens per second)
70.04.718.843 I slot print_timing: id  0 | task 187641 |        eval time =    3011.76 ms /   155 tokens (   19.56 ms per token,    51.13 tokens per second)
70.04.718.845 I slot print_timing: id  0 | task 187641 |       total time =    4166.63 ms /  2042 tokens
70.04.718.847 I slot print_timing: id  0 | task 187641 |    graphs reused =     182328
70.04.719.043 I slot      release: id  0 | task 187641 | stop processing: n_tokens = 2041, truncated = 0
70.04.764.008 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4198462153
70.04.765.139 I slot launch_slot_: id  0 | task 187803 | processing task, is_child = 0
70.08.460.769 I slot print_timing: id  0 | task 187803 | prompt eval time =     964.45 ms /  1596 tokens (    0.60 ms per token,  1654.83 tokens per second)
70.08.460.780 I slot print_timing: id  0 | task 187803 |        eval time =    2731.11 ms /   173 tokens (   15.88 ms per token,    62.98 tokens per second)
70.08.460.782 I slot print_timing: id  0 | task 187803 |       total time =    3695.56 ms /  1769 tokens
70.08.460.784 I slot print_timing: id  0 | task 187803 |    graphs reused =     182502
70.08.460.994 I slot      release: id  0 | task 187803 | stop processing: n_tokens = 1768, truncated = 0
70.08.480.411 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4202204105
70.08.481.262 I slot launch_slot_: id  0 | task 187982 | processing task, is_child = 0
70.12.510.292 I slot print_timing: id  0 | task 187982 | prompt eval time =    1208.05 ms /  1839 tokens (    0.66 ms per token,  1522.29 tokens per second)
70.12.510.306 I slot print_timing: id  0 | task 187982 |        eval time =    2820.94 ms /   151 tokens (   18.81 ms per token,    53.17 tokens per second)
70.12.510.308 I slot print_timing: id  0 | task 187982 |       total time =    4028.98 ms /  1990 tokens
70.12.510.310 I slot print_timing: id  0 | task 187982 |    graphs reused =     182655
70.12.510.531 I slot      release: id  0 | task 187982 | stop processing: n_tokens = 1989, truncated = 0
70.12.553.818 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4206253641
70.12.554.332 I slot launch_slot_: id  0 | task 188140 | processing task, is_child = 0
70.16.506.912 I slot print_timing: id  0 | task 188140 | n_gen =    163, tg =  53.70 t/s, tg_3s =  54.03 t/s
70.19.566.405 I slot print_timing: id  0 | task 188140 | n_gen =    321, tg =  52.67 t/s, tg_3s =  51.64 t/s
70.20.000.865 I slot print_timing: id  0 | task 188140 | prompt eval time =     935.93 ms /  1498 tokens (    0.62 ms per token,  1600.55 tokens per second)
70.20.000.875 I slot print_timing: id  0 | task 188140 |        eval time =    6510.57 ms /   347 tokens (   18.82 ms per token,    53.14 tokens per second)
70.20.000.877 I slot print_timing: id  0 | task 188140 |       total time =    7446.50 ms /  1845 tokens
70.20.000.879 I slot print_timing: id  0 | task 188140 |    graphs reused =     183001
70.20.001.042 I slot      release: id  0 | task 188140 | stop processing: n_tokens = 1844, truncated = 0
70.20.019.291 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4213744152
70.20.020.451 I slot launch_slot_: id  0 | task 188493 | processing task, is_child = 0
70.25.079.472 I slot print_timing: id  0 | task 188493 | n_gen =    127, tg =  41.57 t/s, tg_3s =  41.90 t/s
70.25.508.047 I slot print_timing: id  0 | task 188493 | prompt eval time =    2028.13 ms /  1915 tokens (    1.06 ms per token,   944.22 tokens per second)
70.25.508.061 I slot print_timing: id  0 | task 188493 |        eval time =    3459.42 ms /   150 tokens (   23.22 ms per token,    43.07 tokens per second)
70.25.508.063 I slot print_timing: id  0 | task 188493 |       total time =    5487.55 ms /  2065 tokens
70.25.508.064 I slot print_timing: id  0 | task 188493 |    graphs reused =     183152
70.25.508.264 I slot      release: id  0 | task 188493 | stop processing: n_tokens = 2064, truncated = 0
70.25.579.296 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4219251375
70.25.579.846 I slot launch_slot_: id  0 | task 188650 | processing task, is_child = 0
70.29.902.849 I slot print_timing: id  0 | task 188650 | n_gen =    153, tg =  50.51 t/s, tg_3s =  50.85 t/s
70.32.775.459 I slot print_timing: id  0 | task 188650 | prompt eval time =    1313.94 ms /  1562 tokens (    0.84 ms per token,  1188.79 tokens per second)
70.32.775.471 I slot print_timing: id  0 | task 188650 |        eval time =    5881.64 ms /   314 tokens (   18.79 ms per token,    53.22 tokens per second)
70.32.775.473 I slot print_timing: id  0 | task 188650 |       total time =    7195.57 ms /  1876 tokens
70.32.775.474 I slot print_timing: id  0 | task 188650 |    graphs reused =     183466
70.32.777.188 I slot      release: id  0 | task 188650 | stop processing: n_tokens = 1875, truncated = 0
70.32.794.424 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4226520299
70.32.795.182 I slot launch_slot_: id  0 | task 188970 | processing task, is_child = 0
70.37.029.466 I slot print_timing: id  0 | task 188970 | prompt eval time =    1866.91 ms /  1946 tokens (    0.96 ms per token,  1042.37 tokens per second)
70.37.029.475 I slot print_timing: id  0 | task 188970 |        eval time =    2367.35 ms /   155 tokens (   15.37 ms per token,    65.05 tokens per second)
70.37.029.476 I slot print_timing: id  0 | task 188970 |       total time =    4234.26 ms /  2101 tokens
70.37.029.477 I slot print_timing: id  0 | task 188970 |    graphs reused =     183623
70.37.029.587 I slot      release: id  0 | task 188970 | stop processing: n_tokens = 2100, truncated = 0
70.38.646.494 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4230772697
70.38.647.116 I slot launch_slot_: id  0 | task 189132 | processing task, is_child = 0
70.42.162.921 I slot print_timing: id  0 | task 189132 | prompt eval time =    1284.87 ms /  1409 tokens (    0.91 ms per token,  1096.61 tokens per second)
70.42.162.931 I slot print_timing: id  0 | task 189132 |        eval time =    2230.89 ms /   143 tokens (   15.71 ms per token,    63.65 tokens per second)
70.42.162.933 I slot print_timing: id  0 | task 189132 |       total time =    3515.76 ms /  1552 tokens
70.42.162.935 I slot print_timing: id  0 | task 189132 |    graphs reused =     183766
70.42.163.092 I slot      release: id  0 | task 189132 | stop processing: n_tokens = 1551, truncated = 0
70.42.191.381 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4235906202
70.42.192.817 I slot launch_slot_: id  0 | task 189281 | processing task, is_child = 0
70.46.196.748 I slot print_timing: id  0 | task 189281 | prompt eval time =    1030.23 ms /  1623 tokens (    0.63 ms per token,  1575.38 tokens per second)
70.46.196.760 I slot print_timing: id  0 | task 189281 |        eval time =    2973.66 ms /   148 tokens (   20.23 ms per token,    49.43 tokens per second)
70.46.196.761 I slot print_timing: id  0 | task 189281 |       total time =    4003.88 ms /  1771 tokens
70.46.196.763 I slot print_timing: id  0 | task 189281 |    graphs reused =     183915
70.46.197.023 I slot      release: id  0 | task 189281 | stop processing: n_tokens = 1770, truncated = 0
70.46.225.995 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4239940134
70.46.226.918 I slot launch_slot_: id  0 | task 189435 | processing task, is_child = 0
70.50.129.605 I slot print_timing: id  0 | task 189435 | n_gen =    169, tg =  55.84 t/s, tg_3s =  56.17 t/s
70.53.131.323 I slot print_timing: id  0 | task 189435 | n_gen =    347, tg =  57.57 t/s, tg_3s =  59.30 t/s
70.53.392.146 I slot print_timing: id  0 | task 189435 | prompt eval time =     893.90 ms /  1484 tokens (    0.60 ms per token,  1660.14 tokens per second)
70.53.392.156 I slot print_timing: id  0 | task 189435 |        eval time =    6271.28 ms /   364 tokens (   17.28 ms per token,    57.88 tokens per second)
70.53.392.158 I slot print_timing: id  0 | task 189435 |       total time =    7165.19 ms /  1848 tokens
70.53.392.160 I slot print_timing: id  0 | task 189435 |    graphs reused =     184278
70.53.392.407 I slot      release: id  0 | task 189435 | stop processing: n_tokens = 1847, truncated = 0
70.53.410.203 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4247135517
70.53.411.072 I slot launch_slot_: id  0 | task 189805 | processing task, is_child = 0
70.57.958.479 I slot print_timing: id  0 | task 189805 | n_gen =    100, tg =  29.42 t/s, tg_3s =  29.72 t/s
70.58.907.321 I slot print_timing: id  0 | task 189805 | prompt eval time =    1182.50 ms /  1918 tokens (    0.62 ms per token,  1621.99 tokens per second)
70.58.907.341 I slot print_timing: id  0 | task 189805 |        eval time =    4313.71 ms /   151 tokens (   28.76 ms per token,    34.77 tokens per second)
70.58.907.343 I slot print_timing: id  0 | task 189805 |       total time =    5496.21 ms /  2069 tokens
70.58.907.344 I slot print_timing: id  0 | task 189805 |    graphs reused =     184430
70.58.907.515 I slot      release: id  0 | task 189805 | stop processing: n_tokens = 2068, truncated = 0
70.58.919.570 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4252650625
70.58.920.272 I slot launch_slot_: id  0 | task 189963 | processing task, is_child = 0
71.00.841.784 I slot print_timing: id  0 | task 189963 | prompt eval time =     584.22 ms /   722 tokens (    0.81 ms per token,  1235.83 tokens per second)
71.00.841.799 I slot print_timing: id  0 | task 189963 |        eval time =    1337.25 ms /    88 tokens (   15.37 ms per token,    65.06 tokens per second)
71.00.841.801 I slot print_timing: id  0 | task 189963 |       total time =    1921.47 ms /   810 tokens
71.00.841.804 I slot print_timing: id  0 | task 189963 |    graphs reused =     184516
71.00.841.908 I slot      release: id  0 | task 189963 | stop processing: n_tokens = 809, truncated = 0
71.00.870.255 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4254585018
71.00.870.704 I slot launch_slot_: id  0 | task 190055 | processing task, is_child = 0
71.04.813.879 I slot print_timing: id  0 | task 190055 | n_gen =    196, tg =  64.86 t/s, tg_3s =  65.19 t/s
71.07.826.825 I slot print_timing: id  0 | task 190055 | n_gen =    392, tg =  64.95 t/s, tg_3s =  65.05 t/s
71.09.729.813 I slot print_timing: id  0 | task 190055 | prompt eval time =     936.35 ms /  1549 tokens (    0.60 ms per token,  1654.29 tokens per second)
71.09.729.823 I slot print_timing: id  0 | task 190055 |        eval time =    7922.71 ms /   512 tokens (   15.50 ms per token,    64.50 tokens per second)
71.09.729.825 I slot print_timing: id  0 | task 190055 |       total time =    8859.07 ms /  2061 tokens
71.09.729.826 I slot print_timing: id  0 | task 190055 |    graphs reused =     185027
71.09.730.892 I slot      release: id  0 | task 190055 | stop processing: n_tokens = 2060, truncated = 0
71.09.749.191 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4263474003
71.09.750.262 I slot launch_slot_: id  0 | task 190573 | processing task, is_child = 0
71.14.221.058 I slot print_timing: id  0 | task 190573 | n_gen =    100, tg =  31.51 t/s, tg_3s =  31.83 t/s
71.15.133.747 I slot print_timing: id  0 | task 190573 | prompt eval time =    1329.16 ms /  2134 tokens (    0.62 ms per token,  1605.53 tokens per second)
71.15.133.759 I slot print_timing: id  0 | task 190573 |        eval time =    4054.29 ms /   152 tokens (   26.85 ms per token,    37.24 tokens per second)
71.15.133.761 I slot print_timing: id  0 | task 190573 |       total time =    5383.44 ms /  2286 tokens
71.15.133.762 I slot print_timing: id  0 | task 190573 |    graphs reused =     185182
71.15.134.016 I slot      release: id  0 | task 190573 | stop processing: n_tokens = 2285, truncated = 0
71.15.143.886 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4268877127
71.15.144.591 I slot launch_slot_: id  0 | task 190732 | processing task, is_child = 0
71.17.779.702 I slot print_timing: id  0 | task 190732 | prompt eval time =     638.71 ms /   787 tokens (    0.81 ms per token,  1232.17 tokens per second)
71.17.779.711 I slot print_timing: id  0 | task 190732 |        eval time =    1996.36 ms /   134 tokens (   15.01 ms per token,    66.62 tokens per second)
71.17.779.713 I slot print_timing: id  0 | task 190732 |       total time =    2635.07 ms /   921 tokens
71.17.779.714 I slot print_timing: id  0 | task 190732 |    graphs reused =     185315
71.17.779.823 I slot      release: id  0 | task 190732 | stop processing: n_tokens = 920, truncated = 0
71.17.803.239 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4271522933
71.17.803.837 I slot launch_slot_: id  0 | task 190870 | processing task, is_child = 0
71.21.687.987 I slot print_timing: id  0 | task 190870 | prompt eval time =     883.71 ms /  1540 tokens (    0.57 ms per token,  1742.65 tokens per second)
71.21.687.999 I slot print_timing: id  0 | task 190870 |        eval time =    3000.39 ms /   198 tokens (   15.23 ms per token,    65.66 tokens per second)
71.21.688.000 I slot print_timing: id  0 | task 190870 |       total time =    3884.10 ms /  1738 tokens
71.21.688.002 I slot print_timing: id  0 | task 190870 |    graphs reused =     185514
71.21.688.183 I slot      release: id  0 | task 190870 | stop processing: n_tokens = 1737, truncated = 0
71.21.707.482 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4275431293
71.21.708.415 I slot launch_slot_: id  0 | task 191074 | processing task, is_child = 0
71.26.017.676 I slot print_timing: id  0 | task 191074 | n_gen =    100, tg =  31.77 t/s, tg_3s =  32.09 t/s
71.26.865.240 I slot print_timing: id  0 | task 191074 | prompt eval time =    1193.30 ms /  1808 tokens (    0.66 ms per token,  1515.12 tokens per second)
71.26.865.276 I slot print_timing: id  0 | task 191074 |        eval time =    3963.48 ms /   147 tokens (   27.15 ms per token,    36.84 tokens per second)
71.26.865.279 I slot print_timing: id  0 | task 191074 |       total time =    5156.78 ms /  1955 tokens
71.26.865.281 I slot print_timing: id  0 | task 191074 |    graphs reused =     185663
71.26.865.522 I slot      release: id  0 | task 191074 | stop processing: n_tokens = 1954, truncated = 0
71.26.875.817 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4280608633
71.26.876.289 I slot launch_slot_: id  0 | task 191228 | processing task, is_child = 0
71.29.718.705 I slot print_timing: id  0 | task 191228 | prompt eval time =     617.86 ms /   779 tokens (    0.79 ms per token,  1260.80 tokens per second)
71.29.718.716 I slot print_timing: id  0 | task 191228 |        eval time =    2224.51 ms /   147 tokens (   15.24 ms per token,    65.63 tokens per second)
71.29.718.718 I slot print_timing: id  0 | task 191228 |       total time =    2842.38 ms /   926 tokens
71.29.718.720 I slot print_timing: id  0 | task 191228 |    graphs reused =     185809
71.29.718.888 I slot      release: id  0 | task 191228 | stop processing: n_tokens = 925, truncated = 0
